developer,release_year,items_count,items_count_free,free_percent,look_developer
OVERKILL - a Starbreeze Studio.,2015.0,10,0.0,0.0,overkill-astarbreezestudio.
OVERKILL - a Starbreeze Studio.,2016.0,9,0.0,0.0,overkill-astarbreezestudio.
OVERKILL - a Starbreeze Studio.,2017.0,3,0.0,0.0,overkill-astarbreezestudio.
OVERKILL Software,2011.0,1,0.0,0.0,overkillsoftware
OVERKILL Software,2012.0,2,0.0,0.0,overkillsoftware
Oasis Games,2010.0,1,0.0,0.0,oasisgames
Obadiah D Luna,2017.0,1,0.0,0.0,obadiahdluna
Obi-Wanya,2017.0,2,0.0,0.0,obi-wanya
Oblivionburn Productions,2015.0,2,1.0,50.0,oblivionburnproductions
Obscure Cloud,2015.0,1,0.0,0.0,obscurecloud
ObsessionSoft,2017.0,1,1.0,100.0,obsessionsoft
Obsessive Science Games,2016.0,1,0.0,0.0,obsessivesciencegames
Obsessive Science Games,2017.0,1,0.0,0.0,obsessivesciencegames
Obsidian Entertainment,2010.0,2,0.0,0.0,obsidianentertainment
Obsidian Entertainment,2011.0,8,0.0,0.0,obsidianentertainment
Obsidian Entertainment,2014.0,3,0.0,0.0,obsidianentertainment
Obsidian Entertainment,2015.0,4,0.0,0.0,obsidianentertainment
Obsidian Entertainment,2016.0,1,0.0,0.0,obsidianentertainment
Obsidian Entertainment,2017.0,12,2.0,16.67,obsidianentertainment
"Obsidian Entertainment, Inc.",2017.0,3,0.0,0.0,"obsidianentertainment,inc."
"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",2005.0,1,0.0,0.0,"obsidianentertainment,aspyr(mac,linux,&amp;windowsupdate)"
"Obsidian Entertainment,My.com",2015.0,1,1.0,100.0,"obsidianentertainment,my.com"
Ocelot Society,2016.0,1,0.0,0.0,ocelotsociety
Ocelot Society,2017.0,1,0.0,0.0,ocelotsociety
"Octane Games,Meridian4",2011.0,1,0.0,0.0,"octanegames,meridian4"
Octo Studio,2017.0,1,0.0,0.0,octostudio
Octopi is not a Word,2017.0,1,0.0,0.0,octopiisnotaword
Octopus 8 Studios,2017.0,3,0.0,0.0,octopus8studios
Octoshark Studios,2010.0,1,1.0,100.0,octosharkstudios
Ocumens LLC,2017.0,2,0.0,0.0,ocumensllc
Odamir Khaulepi,2017.0,1,0.0,0.0,odamirkhaulepi
Odd Comet Games,2015.0,1,0.0,0.0,oddcometgames
Odd Emu,2016.0,1,0.0,0.0,oddemu
OddBird,2017.0,1,0.0,0.0,oddbird
OddMeat,2017.0,1,0.0,0.0,oddmeat
Oddly Shaped Pixels,2017.0,1,0.0,0.0,oddlyshapedpixels
Oddrok,2017.0,1,0.0,0.0,oddrok
Oddworld Inhabitants,1997.0,1,0.0,0.0,oddworldinhabitants
Oddworld Inhabitants,1998.0,1,0.0,0.0,oddworldinhabitants
Oddworld Inhabitants,2010.0,2,0.0,0.0,oddworldinhabitants
Oddworld Inhabitants,2017.0,1,0.0,0.0,oddworldinhabitants
"Oddworld Inhabitants, Inc.",2015.0,2,0.0,0.0,"oddworldinhabitants,inc."
Odin Game Studio,2014.0,2,0.0,0.0,odingamestudio
Odin Game Studio,2016.0,3,0.0,0.0,odingamestudio
Odnako Games,2016.0,1,0.0,0.0,odnakogames
Office 5656,2016.0,2,0.0,0.0,office5656
OfficialAndy,2017.0,3,0.0,0.0,officialandy
"Offworld Games, LLC",2015.0,1,0.0,0.0,"offworldgames,llc"
"Offworld Games, LLC",2016.0,1,0.0,0.0,"offworldgames,llc"
Offworld Industries,2015.0,1,0.0,0.0,offworldindustries
Offworld Industries,2016.0,1,0.0,0.0,offworldindustries
Ogre Head Studio,2017.0,2,0.0,0.0,ogreheadstudio
Ogulcan Karaoglu,2017.0,1,0.0,0.0,ogulcankaraoglu
"Oh, a Rock! Studios",2016.0,2,0.0,0.0,"oh,arock!studios"
"Oh, a Rock! Studios",2017.0,2,0.0,0.0,"oh,arock!studios"
OhNoo Studio,2015.0,2,0.0,0.0,ohnoostudio
"OhNoo Studio,Smile",2015.0,1,0.0,0.0,"ohnoostudio,smile"
Ohm Force,2007.0,1,0.0,0.0,ohmforce
Okinawa Sunrise,2017.0,2,1.0,50.0,okinawasunrise
Okugi Studio,2012.0,2,0.0,0.0,okugistudio
Old B1ood,2016.0,1,0.0,0.0,oldb1ood
Old Keyboard,2017.0,1,0.0,0.0,oldkeyboard
Old School Games,2013.0,2,0.0,0.0,oldschoolgames
Oldblood,2015.0,1,0.0,0.0,oldblood
"Olde Sküül,Sculptured Software",2015.0,1,0.0,0.0,"oldesküül,sculpturedsoftware"
OlderBytes,2015.0,1,0.0,0.0,olderbytes
Oldmoustache Gameworks,2017.0,1,0.0,0.0,oldmoustachegameworks
Ole Steiness,2017.0,3,0.0,0.0,olesteiness
"Oleg Sergeev,Andrey Rumak",2016.0,1,0.0,0.0,"olegsergeev,andreyrumak"
"Oleg Sergeev,Andrey Rumak,Do My Best",2016.0,1,0.0,0.0,"olegsergeev,andreyrumak,domybest"
"Oleg Sergeev,Andrey Rumak,Do My Best",2017.0,1,0.0,0.0,"olegsergeev,andreyrumak,domybest"
Oliver Boyce,2016.0,1,0.0,0.0,oliverboyce
Oliver Chime,2017.0,1,0.0,0.0,oliverchime
Oliver Keppelmüller,2015.0,1,0.0,0.0,oliverkeppelmüller
Oliver Keppelmüller,2016.0,2,0.0,0.0,oliverkeppelmüller
Oliver Peat,2017.0,1,0.0,0.0,oliverpeat
Olivier LeClair,2017.0,6,1.0,16.67,olivierleclair
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",2013.0,1,0.0,0.0,"olliharjola,ottohantula,tomjubert,carlocastellano"
Olli-Samuli Lehmus,2017.0,1,0.0,0.0,olli-samulilehmus
Olly Whillans,2016.0,1,0.0,0.0,ollywhillans
"Olympic,SP",2017.0,1,0.0,0.0,"olympic,sp"
Omaj,2017.0,1,0.0,0.0,omaj
Omar Masroor,2017.0,2,0.0,0.0,omarmasroor
Omega Games,2015.0,3,0.0,0.0,omegagames
Omega Point Games,2015.0,1,0.0,0.0,omegapointgames
Omicron Games,2017.0,1,0.0,0.0,omicrongames
"Omicron Games,Ashton ""DeDra"" Bourgeois",2017.0,1,0.0,0.0,"omicrongames,ashton""dedra""bourgeois"
Ominous Entertainment,2017.0,1,0.0,0.0,ominousentertainment
OmniStorm Gaming,2017.0,1,0.0,0.0,omnistormgaming
Omnichron Studios,2017.0,1,0.0,0.0,omnichronstudios
Omniconnection,2017.0,7,1.0,14.29,omniconnection
On Target Simulations,2013.0,1,0.0,0.0,ontargetsimulations
On Target Simulations,2015.0,1,0.0,0.0,ontargetsimulations
On The Level Game Studios,2014.0,2,0.0,0.0,onthelevelgamestudios
On The Level Game Studios,2015.0,1,0.0,0.0,onthelevelgamestudios
On The Wall Entertainment,2016.0,1,0.0,0.0,onthewallentertainment
On the Level Game Studios,2017.0,1,0.0,0.0,onthelevelgamestudios
On5,2017.0,1,0.0,0.0,on5
OnFire Games,2017.0,1,0.0,0.0,onfiregames
OnSkull Games,2017.0,5,0.0,0.0,onskullgames
Onagro Studios,2017.0,1,0.0,0.0,onagrostudios
Once More With Gusto,2015.0,1,0.0,0.0,oncemorewithgusto
One Bit Studio,2017.0,1,0.0,0.0,onebitstudio
One Dave Software,2017.0,1,0.0,0.0,onedavesoftware
One Legged Seagull,2015.0,1,0.0,0.0,oneleggedseagull
One Man Band Games,2015.0,1,0.0,0.0,onemanbandgames
One Man Left Studios,2016.0,1,0.0,0.0,onemanleftstudios
One More Game,2017.0,1,0.0,0.0,onemoregame
One More Level,2016.0,1,0.0,0.0,onemorelevel
One Wheel Studio,2016.0,1,0.0,0.0,onewheelstudio
One-bit Punch,2014.0,1,0.0,0.0,one-bitpunch
OneManTeam,2017.0,1,0.0,0.0,onemanteam
Oneironaut Academy LLC,2017.0,1,0.0,0.0,oneironautacademyllc
Oneshark,2016.0,1,0.0,0.0,oneshark
Oneshark,2017.0,1,0.0,0.0,oneshark
Onion Core,2016.0,1,0.0,0.0,onioncore
OnionMilk,2017.0,1,0.0,0.0,onionmilk
Onipunks Studio Inc.,2015.0,1,0.0,0.0,onipunksstudioinc.
Only Human Studios,2014.0,1,0.0,0.0,onlyhumanstudios
Only Human Studios,2015.0,1,0.0,0.0,onlyhumanstudios
Onlyjoy`s production,2017.0,1,0.0,0.0,onlyjoy`sproduction
Onni Interactive,2015.0,1,0.0,0.0,onniinteractive
Onson Soft,2008.0,1,1.0,100.0,onsonsoft
Onur Vural and Leigh Christian,2017.0,1,0.0,0.0,onurvuralandleighchristian
Onuralp Kanatsız,2017.0,1,0.0,0.0,onuralpkanatsız
Onyx Lute,2016.0,1,0.0,0.0,onyxlute
Oointah,2016.0,2,0.0,0.0,oointah
Oovee Entertainment,2012.0,1,0.0,0.0,ooveeentertainment
Oovee® Game Studios,2012.0,1,0.0,0.0,oovee®gamestudios
Oovee® Game Studios,2013.0,1,0.0,0.0,oovee®gamestudios
Oovee® Game Studios,2014.0,1,0.0,0.0,oovee®gamestudios
Oovee® Game Studios,2016.0,1,0.0,0.0,oovee®gamestudios
Open Mid Interactive,2017.0,1,0.0,0.0,openmidinteractive
Open World Interactive,2017.0,1,0.0,0.0,openworldinteractive
OpenXcell Studio,2016.0,1,0.0,0.0,openxcellstudio
OperaHouse Corporation,2017.0,2,0.0,0.0,operahousecorporation
"Operation Constellation,Valentina Baker",2017.0,1,0.0,0.0,"operationconstellation,valentinabaker"
Optical Override,2017.0,1,1.0,100.0,opticaloverride
Opus,2012.0,1,0.0,0.0,opus
Opus,2014.0,2,0.0,0.0,opus
OrangeGames,2016.0,1,0.0,0.0,orangegames
"OrangeGames,YoudaGames",2016.0,1,1.0,100.0,"orangegames,youdagames"
"OrangeGames,YoudaGames",2017.0,1,1.0,100.0,"orangegames,youdagames"
Orange_Juice,2013.0,1,0.0,0.0,orange_juice
Orange_Juice,2014.0,5,0.0,0.0,orange_juice
Orange_Juice,2015.0,5,0.0,0.0,orange_juice
Orange_Juice,2016.0,5,0.0,0.0,orange_juice
Orange_Juice,2017.0,6,0.0,0.0,orange_juice
"Orange_Juice,DEKU",2016.0,2,0.0,0.0,"orange_juice,deku"
Orangepixel,2015.0,3,0.0,0.0,orangepixel
Orangepixel,2016.0,2,0.0,0.0,orangepixel
Orangepixel,2017.0,2,0.0,0.0,orangepixel
Orator Games,2011.0,1,0.0,0.0,oratorgames
Orbcreation,2017.0,1,0.0,0.0,orbcreation
Orbital Knight,2015.0,1,0.0,0.0,orbitalknight
"Orbital Speed Studio Co.,Ltd.",2018.0,1,0.0,0.0,"orbitalspeedstudioco.,ltd."
Orbx,2015.0,3,0.0,0.0,orbx
Orbx,2016.0,1,0.0,0.0,orbx
Orbx,2017.0,3,0.0,0.0,orbx
Orchid Games,2016.0,1,0.0,0.0,orchidgames
Orchid Games,2017.0,1,0.0,0.0,orchidgames
Oreol,2015.0,1,0.0,0.0,oreol
Oreol,2017.0,1,0.0,0.0,oreol
Orfeas Game Studio,2017.0,1,0.0,0.0,orfeasgamestudio
Organic 2 Digital Studio,2015.0,1,0.0,0.0,organic2digitalstudio
Organic 2 Digital Studio,2016.0,1,0.0,0.0,organic2digitalstudio
Organic Humans,2014.0,1,0.0,0.0,organichumans
Origin8,2010.0,1,0.0,0.0,origin8
Origin8 Technologies Ltd,2015.0,1,0.0,0.0,origin8technologiesltd
Origin8 Technologies Ltd.,2017.0,1,0.0,0.0,origin8technologiesltd.
Original Games,2016.0,1,0.0,0.0,originalgames
Orihaus,2015.0,1,1.0,100.0,orihaus
Orion Games,2006.0,2,0.0,0.0,oriongames
Orion Games,2009.0,1,0.0,0.0,oriongames
OrionSoft,2012.0,1,0.0,0.0,orionsoft
OrionSoft,2014.0,1,0.0,0.0,orionsoft
OrionSoft,2016.0,1,0.0,0.0,orionsoft
OrionSoft,2017.0,1,0.0,0.0,orionsoft
Oriplay,2017.0,5,0.0,0.0,oriplay
Orlyapps,2015.0,1,0.0,0.0,orlyapps
Orneon,2016.0,1,0.0,0.0,orneon
Orneon,2017.0,1,0.0,0.0,orneon
Orneon Limited,2016.0,3,0.0,0.0,orneonlimited
Orneon Limited,2017.0,1,0.0,0.0,orneonlimited
Orphic Software,2015.0,1,0.0,0.0,orphicsoftware
"Orrery Games,Blip Haus Design",2017.0,1,0.0,0.0,"orrerygames,bliphausdesign"
Orthogonal Games,2013.0,1,0.0,0.0,orthogonalgames
Orthogonal Games,2016.0,2,0.0,0.0,orthogonalgames
Oryon Entertainment,2015.0,1,0.0,0.0,oryonentertainment
Oryx Design Lab,2014.0,1,1.0,100.0,oryxdesignlab
Oryzhon Studios,2016.0,2,0.0,0.0,oryzhonstudios
Oryzhon Studios,2017.0,2,2.0,100.0,oryzhonstudios
Osaris Games,2016.0,1,0.0,0.0,osarisgames
Oscar Brittain,2016.0,1,0.0,0.0,oscarbrittain
Oscar Celestini,2017.0,2,0.0,0.0,oscarcelestini
Oscar Kenneth Albero Ingles,2017.0,1,0.0,0.0,oscarkennethalberoingles
Oscar L.,2014.0,1,0.0,0.0,oscarl.
"Oscar Ortigueira López,OrtiGames/OrtiSoft",2018.0,1,0.0,0.0,"oscarortigueiralópez,ortigames/ortisoft"
Osky Studios,2017.0,1,1.0,100.0,oskystudios
Osmotic Studios,2016.0,2,0.0,0.0,osmoticstudios
Ostrich Banditos,2015.0,1,0.0,0.0,ostrichbanditos
Osumia Games,2015.0,1,0.0,0.0,osumiagames
Osumia Games,2017.0,1,0.0,0.0,osumiagames
Other Ocean Interactive,2010.0,1,0.0,0.0,otheroceaninteractive
Other Ocean Interactive,2016.0,18,0.0,0.0,otheroceaninteractive
Otterly Bearable Games,2017.0,1,0.0,0.0,otterlybearablegames
Ouch Giver Games,2017.0,1,0.0,0.0,ouchgivergames
Oudidon,2017.0,1,0.0,0.0,oudidon
Out Of Bounds,2016.0,2,0.0,0.0,outofbounds
Out of the Park Developments,2016.0,2,0.0,0.0,outoftheparkdevelopments
Out of the Park Developments,2017.0,2,0.0,0.0,outoftheparkdevelopments
OutOfTheBit Ltd,2016.0,1,0.0,0.0,outofthebitltd
Outcorp,2017.0,2,0.0,0.0,outcorp
Outer Grid Games LLC,2015.0,1,0.0,0.0,outergridgamesllc
Outer Rim Studios LLC,2017.0,1,0.0,0.0,outerrimstudiosllc
Outerlight Ltd.,2006.0,2,0.0,0.0,outerlightltd.
Outerlight Ltd.,2010.0,1,0.0,0.0,outerlightltd.
Outerminds Inc.,2015.0,1,0.0,0.0,outermindsinc.
"Outgunned Games,Invisible tile",2016.0,1,0.0,0.0,"outgunnedgames,invisibletile"
Outlands,2016.0,1,0.0,0.0,outlands
Outlaw,2017.0,2,0.0,0.0,outlaw
Outlaw Wars,2017.0,1,0.0,0.0,outlawwars
"Outlaw,Douglas Brantes",2017.0,1,0.0,0.0,"outlaw,douglasbrantes"
Outlier Interactive,2017.0,2,0.0,0.0,outlierinteractive
Outrage Entertainment,2014.0,1,0.0,0.0,outrageentertainment
Outsider Games,2016.0,2,0.0,0.0,outsidergames
Outsmart,2016.0,1,0.0,0.0,outsmart
Over The Moon,2014.0,2,0.0,0.0,overthemoon
Over the Top Games,2010.0,1,0.0,0.0,overthetopgames
Over the Top Games,2014.0,1,0.0,0.0,overthetopgames
Overcloud9,2015.0,2,0.0,0.0,overcloud9
"Overcloud9, Phantasm Games",2015.0,1,0.0,0.0,"overcloud9,phantasmgames"
Overcurfew,2015.0,2,0.0,0.0,overcurfew
Overflow,2015.0,1,0.0,0.0,overflow
Overflow,2016.0,1,0.0,0.0,overflow
Overflow Games,2016.0,1,0.0,0.0,overflowgames
Overgroup,2017.0,1,1.0,100.0,overgroup
Overhaul Games,2012.0,1,0.0,0.0,overhaulgames
Overhead Games,2015.0,24,1.0,4.17,overheadgames
Overhead Games,2016.0,6,0.0,0.0,overheadgames
Overhead Games,2017.0,8,0.0,0.0,overheadgames
Overhype Studios,2015.0,1,0.0,0.0,overhypestudios
Overhype Studios,2017.0,2,1.0,50.0,overhypestudios
"Overhype Studios,Breakdown Epiphanies",2017.0,1,0.0,0.0,"overhypestudios,breakdownepiphanies"
OverjoyedGameDevs,2017.0,1,0.0,0.0,overjoyedgamedevs
Ovosonico,2017.0,1,0.0,0.0,ovosonico
Owl Cave,2014.0,1,0.0,0.0,owlcave
Owl Cave,2015.0,3,0.0,0.0,owlcave
Owl Green Sea,2016.0,1,0.0,0.0,owlgreensea
Owlbear,2017.0,1,0.0,0.0,owlbear
Owlchemy Labs,2012.0,1,0.0,0.0,owlchemylabs
Owlchemy Labs,2013.0,1,0.0,0.0,owlchemylabs
Owlchemy Labs,2015.0,2,0.0,0.0,owlchemylabs
Owlet,2016.0,1,0.0,0.0,owlet
Oxeye Game Studio,2008.0,1,0.0,0.0,oxeyegamestudio
Oxeye Game Studio,2016.0,1,0.0,0.0,oxeyegamestudio
Oxeye Game Studio,2017.0,1,0.0,0.0,oxeyegamestudio
Oxide Games,2014.0,1,0.0,0.0,oxidegames
Ozapell,2017.0,1,0.0,0.0,ozapell
Ozark Softscape,1990.0,1,0.0,0.0,ozarksoftscape
Ozzie Sneddon,2015.0,1,0.0,0.0,ozziesneddon
PAD-Labs GmbH,2017.0,1,0.0,0.0,pad-labsgmbh
PBFP,2017.0,1,0.0,0.0,pbfp
PCAndVR,2017.0,1,0.0,0.0,pcandvr
PD Design Studio,2014.0,2,0.0,0.0,pddesignstudio
PEKA Gaming,2017.0,1,0.0,0.0,pekagaming
PERFECT PARALLEL,2016.0,1,0.0,0.0,perfectparallel
PF3D,2017.0,1,0.0,0.0,pf3d
PGN Inc,2014.0,1,0.0,0.0,pgninc
PGN Inc,2016.0,1,0.0,0.0,pgninc
PGN Inc,2017.0,1,0.0,0.0,pgninc
PHL Collective,2015.0,1,0.0,0.0,phlcollective
PILOT’S,2016.0,1,0.0,0.0,pilot’s
PIPE Studio,2012.0,1,0.0,0.0,pipestudio
PIXELBUG,2016.0,1,0.0,0.0,pixelbug
PIXOWL INC.,2014.0,1,0.0,0.0,pixowlinc.
PIXOWL INC.,2015.0,1,0.0,0.0,pixowlinc.
PIXOWL INC.,2016.0,2,1.0,50.0,pixowlinc.
PIXYUL,2016.0,1,0.0,0.0,pixyul
PLAY337,2017.0,1,0.0,0.0,play337
PLut,2012.0,1,1.0,100.0,plut
POLYGON GAMES,2017.0,1,0.0,0.0,polygongames
PPofGG,2017.0,1,0.0,0.0,ppofgg
PRORTUS,2016.0,1,0.0,0.0,prortus
PSR Outdoors,2016.0,1,0.0,0.0,psroutdoors
PSY-LABS,2016.0,1,0.0,0.0,psy-labs
PV Games,2013.0,1,0.0,0.0,pvgames
PVGames,2014.0,1,0.0,0.0,pvgames
PVGames,2015.0,2,0.0,0.0,pvgames
PVGames,2016.0,2,0.0,0.0,pvgames
Pablo Vidaurre Sanz,2016.0,1,0.0,0.0,pablovidaurresanz
PacoProject,2017.0,1,0.0,0.0,pacoproject
PadLabs GmbH,2017.0,1,0.0,0.0,padlabsgmbh
"PadLabs GmbH,Stairport Sceneries",2017.0,1,0.0,0.0,"padlabsgmbh,stairportsceneries"
Page 44 Studios,2008.0,1,0.0,0.0,page44studios
Painful Smile,2017.0,1,0.0,0.0,painfulsmile
Painted Sky Studios,2017.0,1,0.0,0.0,paintedskystudios
"Paladin Studios,Seaven Studio",2016.0,1,0.0,0.0,"paladinstudios,seavenstudio"
Palaplay,2016.0,1,0.0,0.0,palaplay
Paleno Games,2017.0,6,0.0,0.0,palenogames
Paleo Entertainment,2009.0,1,0.0,0.0,paleoentertainment
Paleontology,2017.0,1,0.0,0.0,paleontology
Paleozoic,2015.0,1,0.0,0.0,paleozoic
Palfrey Games,2017.0,1,0.0,0.0,palfreygames
"Paloma Dawkins,Kyler Kelly,Catherine Debard",2016.0,1,0.0,0.0,"palomadawkins,kylerkelly,catherinedebard"
Palomino Studio,2017.0,1,0.0,0.0,palominostudio
PanGuoJun,2016.0,1,0.0,0.0,panguojun
PanGuoJun,2017.0,2,0.0,0.0,panguojun
"Pandamonium Games Design,Main Leaf",2017.0,1,0.0,0.0,"pandamoniumgamesdesign,mainleaf"
Pandemic Studios,2002.0,1,0.0,0.0,pandemicstudios
Pandemic Studios,2004.0,1,0.0,0.0,pandemicstudios
Pandemic Studios,2005.0,1,0.0,0.0,pandemicstudios
Pandemic Studios,2006.0,1,0.0,0.0,pandemicstudios
Pandorica,2017.0,1,0.0,0.0,pandorica
Panic Ensues Software,2015.0,1,0.0,0.0,panicensuessoftware
Panoramik Inc,2016.0,7,1.0,14.29,panoramikinc
Panoramik Inc,2017.0,8,1.0,12.5,panoramikinc
Pantera Entertainment,2012.0,1,0.0,0.0,panteraentertainment
Panther Games,2015.0,8,1.0,12.5,panthergames
Panther Games,2017.0,1,0.0,0.0,panthergames
Panzar Studio,2016.0,1,0.0,0.0,panzarstudio
"Panzer Corps,The Lordz Games Studio",2012.0,1,0.0,0.0,"panzercorps,thelordzgamesstudio"
Panzer Gaming,2016.0,1,0.0,0.0,panzergaming
Panzer Gaming Studios,2015.0,1,0.0,0.0,panzergamingstudios
Papaya Studio,2007.0,1,0.0,0.0,papayastudio
Papaya Studio,2010.0,2,0.0,0.0,papayastudio
Paper Castle Games,2018.0,1,0.0,0.0,papercastlegames
Paper Cult,2017.0,1,0.0,0.0,papercult
Paper Games,2014.0,1,0.0,0.0,papergames
Paper Pirates,2017.0,2,0.0,0.0,paperpirates
"Paper Pirates,Sokolab",2016.0,1,0.0,0.0,"paperpirates,sokolab"
"Paper Pirates,rumata_lab",2017.0,1,0.0,0.0,"paperpirates,rumata_lab"
Paper Plane,2017.0,1,0.0,0.0,paperplane
Paper Rose Games,2017.0,1,0.0,0.0,paperrosegames
Paper Scorpion Co.,2016.0,1,0.0,0.0,paperscorpionco.
PaperSeven LTD,2017.0,1,0.0,0.0,papersevenltd
Paperash Studio,2016.0,1,0.0,0.0,paperashstudio
Paperash Studio,2018.0,1,0.0,0.0,paperashstudio
Paperash studio,2017.0,1,0.0,0.0,paperashstudio
Parabole,2017.0,1,0.0,0.0,parabole
Parabox Games,2015.0,1,0.0,0.0,paraboxgames
Paradox Arctic,2015.0,3,0.0,0.0,paradoxarctic
Paradox Development Studio,2006.0,1,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2007.0,1,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2008.0,1,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2009.0,1,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2010.0,3,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2011.0,4,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2012.0,14,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2013.0,33,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2014.0,39,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2015.0,10,0.0,0.0,paradoxdevelopmentstudio
Paradox Development Studio,2016.0,21,1.0,4.76,paradoxdevelopmentstudio
Paradox Development Studio,2017.0,28,2.0,7.14,paradoxdevelopmentstudio
Paradox Development Studios,2016.0,1,0.0,0.0,paradoxdevelopmentstudios
Paradox Interactive,2009.0,7,0.0,0.0,paradoxinteractive
Paradox Interactive,2010.0,3,0.0,0.0,paradoxinteractive
Paradox Interactive,2011.0,8,0.0,0.0,paradoxinteractive
Paradox Interactive,2012.0,17,0.0,0.0,paradoxinteractive
Paradox Interactive,2013.0,2,0.0,0.0,paradoxinteractive
Paradox Interactive,2015.0,1,0.0,0.0,paradoxinteractive
Paradox Interactive,2017.0,1,0.0,0.0,paradoxinteractive
Paradox Terminal,2017.0,1,0.0,0.0,paradoxterminal
Parallax,1995.0,1,0.0,0.0,parallax
Parallax,2014.0,1,0.0,0.0,parallax
Parallax Arts Studio,2008.0,1,0.0,0.0,parallaxartsstudio
Parallaxian Pty Ltd,2016.0,2,1.0,50.0,parallaxianptyltd
Parallel Circles,2016.0,1,0.0,0.0,parallelcircles
Paris Stalker,2017.0,2,0.0,0.0,parisstalker
Parizagames Ltd.,2017.0,1,0.0,0.0,parizagamesltd.
"Parody Games, LLC",2014.0,1,0.0,0.0,"parodygames,llc"
Parovoz Animation Studio,2017.0,1,0.0,0.0,parovozanimationstudio
"Parrot King Games,Bryan Adriel,Ivan Luiz Silva Rocha,Lucas Pedrosa dos Santos,Igor Nascimento Guanais Santos",2017.0,1,0.0,0.0,"parrotkinggames,bryanadriel,ivanluizsilvarocha,lucaspedrosadossantos,igornascimentoguanaissantos"
Parrott Studios,2017.0,2,0.0,0.0,parrottstudios
"Parsec Productions, LLC",2016.0,1,0.0,0.0,"parsecproductions,llc"
Parseh Game Studio,2014.0,1,0.0,0.0,parsehgamestudio
PartTimeIndie,2017.0,1,0.0,0.0,parttimeindie
Parta Games Oy,2017.0,1,0.0,0.0,partagamesoy
Partickhill Games Limited,2017.0,1,0.0,0.0,partickhillgameslimited
Particle Studios,2016.0,1,0.0,0.0,particlestudios
Particle Systems Ltd.,1993.0,1,0.0,0.0,particlesystemsltd.
Particle Systems Ltd.,1999.0,1,0.0,0.0,particlesystemsltd.
Particle Systems Ltd.,2001.0,1,0.0,0.0,particlesystemsltd.
Party Robot Studio,2016.0,1,0.0,0.0,partyrobotstudio
Passtech Games,2014.0,1,0.0,0.0,passtechgames
Passtech Games,2016.0,1,0.0,0.0,passtechgames
Pastagames,2015.0,1,0.0,0.0,pastagames
PatchNoteStudio,2015.0,1,0.0,0.0,patchnotestudio
Pathea Games,2016.0,1,0.0,0.0,patheagames
Pathea Games,2018.0,1,0.0,0.0,patheagames
"Pathea Games,Note by Note Studios",2016.0,1,0.0,0.0,"patheagames,notebynotestudios"
Pathless Games,2016.0,1,0.0,0.0,pathlessgames
Patrice Meneguzzi,2014.0,1,0.0,0.0,patricemeneguzzi
Patrick God,2015.0,1,0.0,0.0,patrickgod
Patrick Hofmann,2018.0,1,0.0,0.0,patrickhofmann
Patrick Scott,2017.0,1,0.0,0.0,patrickscott
Patriot Game,2017.0,4,0.0,0.0,patriotgame
Patryk Szuberla,2017.0,1,0.0,0.0,patrykszuberla
Patryk Taranek,2016.0,1,0.0,0.0,patryktaranek
Patyuk Sergey,2017.0,1,0.0,0.0,patyuksergey
Paul Bird,2016.0,1,0.0,0.0,paulbird
Paul Bird,2017.0,1,0.0,0.0,paulbird
Paul Cooney,2015.0,1,0.0,0.0,paulcooney
Paul Cuisset,2015.0,1,0.0,0.0,paulcuisset
Paul Fisch,2016.0,2,0.0,0.0,paulfisch
Paul Harrington,2016.0,1,0.0,0.0,paulharrington
Paul Harrington,2018.0,1,0.0,0.0,paulharrington
Paul Marrable,2014.0,1,0.0,0.0,paulmarrable
Paul O'Bar,2016.0,1,0.0,0.0,paulo'bar
Paulo A. M. Villalva,2017.0,1,0.0,0.0,pauloa.m.villalva
Paulo P. Neto,2017.0,1,0.0,0.0,paulop.neto
Pavel Bulatov,2013.0,1,0.0,0.0,pavelbulatov
Pavel Kostin,2017.0,1,0.0,0.0,pavelkostin
Pavel Zinchenko,2016.0,1,0.0,0.0,pavelzinchenko
Pavo Studio,2017.0,4,3.0,75.0,pavostudio
Paweł Mogiła,2014.0,1,0.0,0.0,pawełmogiła
Payload Studios,2015.0,2,0.0,0.0,payloadstudios
Payoff Technologies,2017.0,2,0.0,0.0,payofftechnologies
Pb Studios,2016.0,1,0.0,0.0,pbstudios
PeDePe GbR,2017.0,1,0.0,0.0,pedepegbr
Peace,2016.0,4,0.0,0.0,peace
Peace,2017.0,1,0.0,0.0,peace
Peach Pie Productions,2016.0,1,0.0,0.0,peachpieproductions
Peacock Dreams Games,2016.0,1,0.0,0.0,peacockdreamsgames
