developer,release_year,items_count,items_count_free,free_percent,look_developer
Cruderocks,2016.0,1,1.0,100.0,cruderocks
Crunching Koalas,2014.0,1,0.0,0.0,crunchingkoalas
Crunchy Games,2016.0,1,1.0,100.0,crunchygames
Crusty Squirrel,2016.0,1,0.0,0.0,crustysquirrel
Crynosaurs,2017.0,1,0.0,0.0,crynosaurs
Cryo Interactive,1995.0,1,0.0,0.0,cryointeractive
Cryo Interactive,1999.0,1,0.0,0.0,cryointeractive
Cryo Interactive,2001.0,1,0.0,0.0,cryointeractive
Cryo Interactive,2003.0,1,0.0,0.0,cryointeractive
"Cryo Interactive,Jordan Freeman Group",1994.0,1,0.0,0.0,"cryointeractive,jordanfreemangroup"
"Cryo Interactive,Jordan Freeman Group",1996.0,1,0.0,0.0,"cryointeractive,jordanfreemangroup"
"Cryo Interactive,Koalabs",2000.0,1,0.0,0.0,"cryointeractive,koalabs"
Cryobolt Interactive,2017.0,1,0.0,0.0,cryoboltinteractive
Cryptic Sea,2004.0,1,0.0,0.0,crypticsea
Cryptic Sea,2017.0,1,0.0,0.0,crypticsea
Cryptic Studios,2009.0,1,1.0,100.0,crypticstudios
Cryptic Studios,2010.0,1,1.0,100.0,crypticstudios
Cryptic Studios,2013.0,1,1.0,100.0,crypticstudios
Crystal Box Team,2016.0,2,0.0,0.0,crystalboxteam
Crystal Box Team,2017.0,6,0.0,0.0,crystalboxteam
Crystal Dynamics,1996.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2001.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2003.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2005.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2006.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2008.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2010.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2011.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2012.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2014.0,1,0.0,0.0,crystaldynamics
Crystal Dynamics,2015.0,5,0.0,0.0,crystaldynamics
Crystal Dynamics,2016.0,3,0.0,0.0,crystaldynamics
Crystal Dynamics Inc.,2011.0,3,0.0,0.0,crystaldynamicsinc.
"Crystal Dynamics,Feral Interactive (Mac)",2007.0,1,0.0,0.0,"crystaldynamics,feralinteractive(mac)"
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,27,0.0,0.0,"crystaldynamics,feralinteractive(mac),feralinteractive(linux)"
Crystal Empire Games,2009.0,1,0.0,0.0,crystalempiregames
Crystal Shard,2014.0,1,0.0,0.0,crystalshard
Crystal Shard,2016.0,1,0.0,0.0,crystalshard
Crystal Shard,2017.0,3,0.0,0.0,crystalshard
Crystalline Green Ltd.,2017.0,1,0.0,0.0,crystallinegreenltd.
Crystalmesh Studios,2017.0,1,0.0,0.0,crystalmeshstudios
Crystice Softworks,2015.0,1,1.0,100.0,crysticesoftworks
Crystice Softworks,2016.0,1,0.0,0.0,crysticesoftworks
Crytek,2007.0,1,0.0,0.0,crytek
Crytek,2008.0,1,0.0,0.0,crytek
Crytek,2014.0,8,1.0,12.5,crytek
Crytek,2015.0,1,1.0,100.0,crytek
Crytek,2017.0,15,2.0,13.33,crytek
Crytek Studios,2004.0,1,0.0,0.0,crytekstudios
Crytek Studios,2011.0,1,0.0,0.0,crytekstudios
Cubamano,2017.0,2,0.0,0.0,cubamano
Cube Factory,2017.0,1,0.0,0.0,cubefactory
Cube Roots,2013.0,1,0.0,0.0,cuberoots
CubeInSquare,2016.0,1,0.0,0.0,cubeinsquare
Cubic Pie,2014.0,1,0.0,0.0,cubicpie
Cubic Timeline Productions Inc.,2017.0,1,0.0,0.0,cubictimelineproductionsinc.
Cubical Drift,2016.0,2,1.0,50.0,cubicaldrift
Cublo,2017.0,1,0.0,0.0,cublo
Cuddly Zombie Games,2015.0,1,0.0,0.0,cuddlyzombiegames
Cuirass Entertainment Ltd.,2017.0,1,1.0,100.0,cuirassentertainmentltd.
Cult Software,2017.0,3,0.0,0.0,cultsoftware
"Culture Attack Studio,Tyler Doak",2013.0,1,0.0,0.0,"cultureattackstudio,tylerdoak"
Culture Shock Games LLC,2017.0,1,0.0,0.0,cultureshockgamesllc
Cunning Force Games,2016.0,1,0.0,0.0,cunningforcegames
Curious Dimensions Ltd,2017.0,1,0.0,0.0,curiousdimensionsltd
Curious Panda Games,2013.0,1,0.0,0.0,curiouspandagames
Curious Panda Games,2014.0,1,0.0,0.0,curiouspandagames
Curious Planet,2016.0,1,0.0,0.0,curiousplanet
CurriculaWorks,2017.0,1,0.0,0.0,curriculaworks
Curse Box Studios,2015.0,1,0.0,0.0,curseboxstudios
Curse Box Studios,2017.0,1,0.0,0.0,curseboxstudios
Curvature Systems,2017.0,1,0.0,0.0,curvaturesystems
"Curve Digital,FuturLab",2013.0,1,0.0,0.0,"curvedigital,futurlab"
Curve Studios,2011.0,1,0.0,0.0,curvestudios
Curve Studios,2012.0,2,0.0,0.0,curvestudios
Curve Studios,2013.0,1,0.0,0.0,curvestudios
"CuréLabel,Parabole",2017.0,1,0.0,0.0,"curélabel,parabole"
Cuve Games,2014.0,2,0.0,0.0,cuvegames
Cuveet Story,2015.0,1,0.0,0.0,cuveetstory
Cuveet Story,2017.0,1,0.0,0.0,cuveetstory
Cyan,2014.0,1,0.0,0.0,cyan
Cyan Inc.,2017.0,1,1.0,100.0,cyaninc.
Cyan Worlds,1993.0,1,0.0,0.0,cyanworlds
Cyan Worlds,1997.0,1,0.0,0.0,cyanworlds
Cyan Worlds,2004.0,1,0.0,0.0,cyanworlds
Cyan Worlds,2011.0,1,0.0,0.0,cyanworlds
Cyan Worlds,2012.0,1,0.0,0.0,cyanworlds
Cyanide,2012.0,2,0.0,0.0,cyanide
Cyanide,2013.0,1,0.0,0.0,cyanide
Cyanide,2014.0,3,1.0,33.33,cyanide
Cyanide Montreal,2013.0,3,0.0,0.0,cyanidemontreal
Cyanide Studio,2013.0,1,1.0,100.0,cyanidestudio
Cyanide Studio,2014.0,2,0.0,0.0,cyanidestudio
Cyanide Studio,2015.0,1,0.0,0.0,cyanidestudio
Cyanide Studio,2016.0,1,0.0,0.0,cyanidestudio
Cyanide Studio,2017.0,1,0.0,0.0,cyanidestudio
Cyanide Studio - Spiders Studios,2012.0,1,0.0,0.0,cyanidestudio-spidersstudios
Cyanide Studios,2007.0,1,0.0,0.0,cyanidestudios
Cyanide Studios,2010.0,1,0.0,0.0,cyanidestudios
Cyanide Studios,2011.0,1,0.0,0.0,cyanidestudios
Cyanide Studios,2012.0,5,0.0,0.0,cyanidestudios
Cyanide Studios,2015.0,3,0.0,0.0,cyanidestudios
Cyanide Studios,2016.0,3,0.0,0.0,cyanidestudios
Cyanide Tea,2016.0,1,0.0,0.0,cyanidetea
"Cyanide,Umix Studios",2016.0,2,0.0,0.0,"cyanide,umixstudios"
Cyber Prophet,2018.0,1,0.0,0.0,cyberprophet
Cyber Rhino Studios,2015.0,1,0.0,0.0,cyberrhinostudios
CyberConnect2,2017.0,1,0.0,0.0,cyberconnect2
CyberConnect2 Co. Ltd.,2013.0,1,0.0,0.0,cyberconnect2co.ltd.
CyberConnect2 Co. Ltd.,2016.0,5,0.0,0.0,cyberconnect2co.ltd.
CyberConnect2 Co. Ltd.,2017.0,3,0.0,0.0,cyberconnect2co.ltd.
"CyberConnect2 Co., Ltd.",2014.0,9,0.0,0.0,"cyberconnect2co.,ltd."
CyberLight,2017.0,1,0.0,0.0,cyberlight
CyberLink,2016.0,8,0.0,0.0,cyberlink
CyberLink,2017.0,11,0.0,0.0,cyberlink
CyberVaca Entertainment,2017.0,1,0.0,0.0,cybervacaentertainment
Cyberdreams,1996.0,1,0.0,0.0,cyberdreams
Cybergrotex,2017.0,1,1.0,100.0,cybergrotex
Cyberlore,2001.0,1,0.0,0.0,cyberlore
"Cyberlore Studios, Inc.,Accolade",1998.0,1,0.0,0.0,"cyberlorestudios,inc.,accolade"
Cybernate,2015.0,1,0.0,0.0,cybernate
Cybernetik Design,2016.0,2,0.0,0.0,cybernetikdesign
CyberphobX,2015.0,1,0.0,0.0,cyberphobx
CyberphobX Ltd.,2016.0,1,0.0,0.0,cyberphobxltd.
Cybertime System,2015.0,1,1.0,100.0,cybertimesystem
Cybertime System,2016.0,9,0.0,0.0,cybertimesystem
Cyclone Studios,1997.0,1,0.0,0.0,cyclonestudios
Cyclone Studios,1998.0,1,0.0,0.0,cyclonestudios
CydoniaGate,2016.0,1,0.0,0.0,cydoniagate
"Cygames, Inc.",2016.0,1,1.0,100.0,"cygames,inc."
Cygnus Studios,1994.0,1,0.0,0.0,cygnusstudios
Cylight Studios,2015.0,2,0.0,0.0,cylightstudios
Cylinder Studios,2017.0,1,0.0,0.0,cylinderstudios
Cylne,2015.0,1,0.0,0.0,cylne
Cypics,2017.0,1,0.0,0.0,cypics
"Cypress Inheritance, LLC",2014.0,1,0.0,0.0,"cypressinheritance,llc"
Cyril Megem,2016.0,1,0.0,0.0,cyrilmegem
Czester16,2016.0,1,0.0,0.0,czester16
D&amp;K Games Studio,2016.0,2,0.0,0.0,d&amp;kgamesstudio
D'Avekki Studios Ltd,2017.0,1,0.0,0.0,d'avekkistudiosltd
D-Games,2015.0,1,0.0,0.0,d-games
D-Pad Studio,2013.0,1,0.0,0.0,d-padstudio
D-Pad Studio,2016.0,2,0.0,0.0,d-padstudio
D-Pad Studio,2017.0,1,0.0,0.0,d-padstudio
D. Scott Nettleton,2017.0,2,0.0,0.0,d.scottnettleton
D. W. O'Boyle,2017.0,1,0.0,0.0,d.w.o'boyle
D.C.S,2016.0,1,1.0,100.0,d.c.s
D.E.X. Team,2016.0,1,0.0,0.0,d.e.x.team
D.W.S.,2017.0,1,0.0,0.0,d.w.s.
D247 Games,2017.0,1,0.0,0.0,d247games
D3 Publisher,2016.0,1,0.0,0.0,d3publisher
"D3Publisher of America, Inc.",2011.0,4,0.0,0.0,"d3publisherofamerica,inc."
D3T Limited,2010.0,1,0.0,0.0,d3tlimited
"D4O AG,Dialsoft,Xaradon Studios",1999.0,1,0.0,0.0,"d4oag,dialsoft,xaradonstudios"
DAB Entertainment,2017.0,1,0.0,0.0,dabentertainment
DDD Wares,2015.0,1,0.0,0.0,dddwares
DDD Wares,2016.0,2,0.0,0.0,dddwares
DDD Wares,2017.0,1,0.0,0.0,dddwares
DDFG,2017.0,1,0.0,0.0,ddfg
DEADBIT,2016.0,1,0.0,0.0,deadbit
DEADFACTORY,2015.0,1,0.0,0.0,deadfactory
DEVGRU-P,2016.0,1,0.0,0.0,devgru-p
DEVGRU-P,2017.0,2,0.0,0.0,devgru-p
DFour Games,2015.0,1,0.0,0.0,dfourgames
DGHZ,2017.0,1,0.0,0.0,dghz
DGames,2017.0,2,0.0,0.0,dgames
DGform,2011.0,1,0.0,0.0,dgform
DHTstudios LLC,2017.0,1,0.0,0.0,dhtstudiosllc
DIAMOND FOX,2016.0,1,0.0,0.0,diamondfox
DICE,2009.0,1,0.0,0.0,dice
DICE,2010.0,3,0.0,0.0,dice
DIGIDICED,2016.0,2,0.0,0.0,digidiced
DIGIDICED,2017.0,4,0.0,0.0,digidiced
DIGITAL MISTAKE,2017.0,5,0.0,0.0,digitalmistake
DIMPS,2015.0,5,0.0,0.0,dimps
DK Productions,2016.0,1,0.0,0.0,dkproductions
DL Softworks,2014.0,2,0.0,0.0,dlsoftworks
DL Softworks,2015.0,2,0.0,0.0,dlsoftworks
DL Softworks,2016.0,41,4.0,9.76,dlsoftworks
DL Softworks,2017.0,33,0.0,0.0,dlsoftworks
"DM Media,Dark Computer Entertainment Ltd.",2015.0,2,0.0,0.0,"dmmedia,darkcomputerentertainmentltd."
DMD 'Ware,2016.0,2,0.0,0.0,dmd'ware
DMD Enterprise,2014.0,1,0.0,0.0,dmdenterprise
DNZY Games,2016.0,1,0.0,0.0,dnzygames
DOG HOGGLER,2017.0,2,1.0,50.0,doghoggler
DOMO Studio,2016.0,2,0.0,0.0,domostudio
DONTNOD ELEVEN,2017.0,3,1.0,33.33,dontnodeleven
"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,2,0.0,0.0,"dontnodentertainment,feralinteractive(mac),feralinteractive(linux)"
DONTNOD Entertainment,2013.0,2,0.0,0.0,dontnodentertainment
"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,1,1.0,100.0,"dontnodentertainment,feralinteractive(mac),feralinteractive(linux)"
"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2016.0,1,0.0,0.0,"dontnodentertainment,feralinteractive(mac),feralinteractive(linux)"
DOT Entertainment,2017.0,1,0.0,0.0,dotentertainment
DP Corp,2017.0,1,0.0,0.0,dpcorp
DQ Team,2014.0,1,0.0,0.0,dqteam
DQ Team,2015.0,1,0.0,0.0,dqteam
"DQ Team,Hidden Hallow Studio",2015.0,1,0.0,0.0,"dqteam,hiddenhallowstudio"
"DQ Team,Insomniacs",2016.0,1,0.0,0.0,"dqteam,insomniacs"
DR Studios,2014.0,1,1.0,100.0,drstudios
DR Studios,2017.0,2,1.0,50.0,drstudios
DRUNKEN APES,2017.0,9,0.0,0.0,drunkenapes
DS,2017.0,1,0.0,0.0,ds
DSK Green Ice Games,2015.0,1,0.0,0.0,dskgreenicegames
DSK Studios Pvt. Ltd,2015.0,1,0.0,0.0,dskstudiospvt.ltd
DSK Studios Pvt. Ltd,2016.0,3,0.0,0.0,dskstudiospvt.ltd
DTF games,2005.0,1,0.0,0.0,dtfgames
DTP,2011.0,1,0.0,0.0,dtp
DUCK,2016.0,1,0.0,0.0,duck
DUEL,2017.0,1,0.0,0.0,duel
DUNEWORLD GAMES INC.,2017.0,1,0.0,0.0,duneworldgamesinc.
DV-T,2017.0,1,0.0,0.0,dv-t
DVS,2007.0,1,0.0,0.0,dvs
DXF Games,2016.0,3,0.0,0.0,dxfgames
DXF Games,2017.0,1,0.0,0.0,dxfgames
DYA Games,2015.0,2,0.0,0.0,dyagames
DYA Games,2016.0,1,0.0,0.0,dyagames
DYA Games,2017.0,1,0.0,0.0,dyagames
Da Picky Monkey,2015.0,1,0.0,0.0,dapickymonkey
DaFu Studio,2017.0,1,0.0,0.0,dafustudio
DaSerge,2017.0,1,0.0,0.0,daserge
DaTigerGame,2017.0,1,0.0,0.0,datigergame
Daedalic Entertainment,2012.0,5,0.0,0.0,daedalicentertainment
Daedalic Entertainment,2013.0,5,0.0,0.0,daedalicentertainment
Daedalic Entertainment,2014.0,4,0.0,0.0,daedalicentertainment
Daedalic Entertainment,2015.0,3,0.0,0.0,daedalicentertainment
Daedalic Entertainment,2016.0,15,0.0,0.0,daedalicentertainment
"Daedalic Entertainment,Irresponsible Games",2014.0,1,0.0,0.0,"daedalicentertainment,irresponsiblegames"
Daedalic Studio West,2017.0,2,0.0,0.0,daedalicstudiowest
Dagestan Technology,2015.0,3,0.0,0.0,dagestantechnology
Dagestan Technology,2016.0,1,0.0,0.0,dagestantechnology
Dagestan Technology,2017.0,1,0.0,0.0,dagestantechnology
Dagger Games,2008.0,1,0.0,0.0,daggergames
Dagger Games,2010.0,1,0.0,0.0,daggergames
Daily Magic Productions,2017.0,7,0.0,0.0,dailymagicproductions
Daisessen,2017.0,1,0.0,0.0,daisessen
Daisy Maze Games,2016.0,2,0.0,0.0,daisymazegames
Dale North,2017.0,1,0.0,0.0,dalenorth
Dalesi,2017.0,1,0.0,0.0,dalesi
Dalibor Kamnjanac,2017.0,2,1.0,50.0,daliborkamnjanac
Damaged,2014.0,1,0.0,0.0,damaged
Dambuster Studios,2016.0,9,0.0,0.0,dambusterstudios
Dambuster Studios,2017.0,1,0.0,0.0,dambusterstudios
Damian,2016.0,1,0.0,0.0,damian
"Damian Sommer,Emily Carroll",2013.0,1,0.0,0.0,"damiansommer,emilycarroll"
Damien Sueur,2017.0,1,0.0,0.0,damiensueur
Damp Gnat,2017.0,1,0.0,0.0,dampgnat
"Dan  Walters,Ceri Williams",2014.0,1,0.0,0.0,"danwalters,ceriwilliams"
"Dan FitzGerald,Trichotomy",2015.0,1,0.0,0.0,"danfitzgerald,trichotomy"
Dan Fornace,2016.0,3,0.0,0.0,danfornace
Dan Fornace,2017.0,3,0.0,0.0,danfornace
Dan Ruscoe,2015.0,1,0.0,0.0,danruscoe
Dan Walters,2014.0,1,0.0,0.0,danwalters
Dan_D,2016.0,1,0.0,0.0,dan_d
Dancing Developers,2016.0,1,0.0,0.0,dancingdevelopers
Dancing Dots,2012.0,1,0.0,0.0,dancingdots
Dancing Dragon Games,2010.0,1,0.0,0.0,dancingdragongames
Dancing Dragon Games,2014.0,1,0.0,0.0,dancingdragongames
Dancing Dragon Games,2015.0,1,0.0,0.0,dancingdragongames
Dancing Dragon Games,2016.0,3,0.0,0.0,dancingdragongames
Dandylion,2017.0,1,0.0,0.0,dandylion
Dangerous Derk Interactive,2015.0,1,0.0,0.0,dangerousderkinteractive
"Daniel Benmergui,Jeremías Babini,Hernán Rozenwasser",2017.0,1,0.0,0.0,"danielbenmergui,jeremíasbabini,hernánrozenwasser"
Daniel Davies,2015.0,1,0.0,0.0,danieldavies
Daniel Fernandez Chavez,2015.0,1,0.0,0.0,danielfernandezchavez
"Daniel Gallagher,Nathan Gallardo",2016.0,1,0.0,0.0,"danielgallagher,nathangallardo"
"Daniel Gili,Joaquín Godoy,Emilio Martinez,Bruno Carro",2017.0,1,0.0,0.0,"danielgili,joaquíngodoy,emiliomartinez,brunocarro"
Daniel Gill,2014.0,1,0.0,0.0,danielgill
Daniel Griffin,2017.0,1,0.0,0.0,danielgriffin
Daniel Jonathan Bourke,2015.0,1,1.0,100.0,danieljonathanbourke
Daniel Jonathan Bourke,2016.0,1,0.0,0.0,danieljonathanbourke
Daniel Kim,2016.0,1,0.0,0.0,danielkim
Daniel Linssen,2014.0,1,0.0,0.0,daniellinssen
"Daniel Linssen,Detective,Ditto,Glitchnap,Shark Jump Studios",2015.0,1,0.0,0.0,"daniellinssen,detective,ditto,glitchnap,sharkjumpstudios"
Daniel McFarline,2012.0,1,0.0,0.0,danielmcfarline
Daniel Mercier,2015.0,1,0.0,0.0,danielmercier
Daniel Mercier,2016.0,1,0.0,0.0,danielmercier
Daniel Meredith,2017.0,1,0.0,0.0,danielmeredith
Daniel Mullins Games,2016.0,1,0.0,0.0,danielmullinsgames
"Daniel Mullins Games,Jonah Senzel",2016.0,1,0.0,0.0,"danielmullinsgames,jonahsenzel"
Daniel Ratcliffe,2016.0,1,0.0,0.0,danielratcliffe
Daniel Riley,2016.0,1,0.0,0.0,danielriley
"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",2015.0,1,0.0,0.0,"danielritchie-squirreldome.com,philipstaiger-thebest3d.com"
"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",2016.0,2,0.0,0.0,"danielritchie-squirreldome.com,philipstaiger-thebest3d.com"
"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",2017.0,2,0.0,0.0,"danielritchie-squirreldome.com,philipstaiger-thebest3d.com"
"Daniel Snd,Thiago Adamo",2016.0,2,0.0,0.0,"danielsnd,thiagoadamo"
"Daniel Snd,Thiago Adamo,Bitten Toast Games Inc.",2016.0,1,0.0,0.0,"danielsnd,thiagoadamo,bittentoastgamesinc."
Daniel Spencer,2017.0,1,0.0,0.0,danielspencer
Daniel Spruce,2015.0,1,0.0,0.0,danielspruce
Daniel Wiitanen,2017.0,1,1.0,100.0,danielwiitanen
Daniel Wright,2016.0,1,0.0,0.0,danielwright
DanielDavisGames,2015.0,1,0.0,0.0,danieldavisgames
DanielDavisGames,2016.0,1,0.0,0.0,danieldavisgames
"Daniele Giardini,Isak J Martinsson",2015.0,1,0.0,0.0,"danielegiardini,isakjmartinsson"
Daniil Hasanov,2016.0,2,0.0,0.0,daniilhasanov
Daniil Hasanov,2017.0,1,0.0,0.0,daniilhasanov
Danil Kapylov,2018.0,1,0.0,0.0,danilkapylov
Danilo Valeite,2017.0,1,0.0,0.0,danilovaleite
Danyl Oreshkyn,2017.0,1,0.0,0.0,danyloreshkyn
Dapper Swine,2013.0,1,0.0,0.0,dapperswine
"Dapper Swine,Sinnott Soundworks",2015.0,1,0.0,0.0,"dapperswine,sinnottsoundworks"
DarSvet,2017.0,1,0.0,0.0,darsvet
Darius Bode,2014.0,1,0.0,0.0,dariusbode
Darius Bode,2015.0,1,0.0,0.0,dariusbode
Darius Bode,2016.0,1,0.0,0.0,dariusbode
Darius Bode,2017.0,1,0.0,0.0,dariusbode
"Darius Bode,Barbara Bode",2014.0,1,0.0,0.0,"dariusbode,barbarabode"
"Darjeeling,Nova Production",2016.0,1,0.0,0.0,"darjeeling,novaproduction"
Dark Amber Softworks,2015.0,1,0.0,0.0,darkambersoftworks
Dark Artz Entertainment,2012.0,1,1.0,100.0,darkartzentertainment
Dark Castle Software,2008.0,1,0.0,0.0,darkcastlesoftware
Dark Day Interactive,2015.0,3,1.0,33.33,darkdayinteractive
Dark Duo Games,2017.0,1,0.0,0.0,darkduogames
Dark Energy Digital Ltd.,2011.0,1,0.0,0.0,darkenergydigitalltd.
Dark Fox,2005.0,1,0.0,0.0,darkfox
Dark Gaia Studios,2014.0,2,0.0,0.0,darkgaiastudios
Dark Gaia Studios,2015.0,2,0.0,0.0,darkgaiastudios
Dark Gaia Studios,2016.0,2,1.0,50.0,darkgaiastudios
Dark Gaia Studios,2017.0,1,0.0,0.0,darkgaiastudios
Dark Nebulae,2017.0,1,0.0,0.0,darknebulae
"Dark Polygon Ltda.,Jalomot Ltda.",2017.0,1,1.0,100.0,"darkpolygonltda.,jalomotltda."
Dark Rift Entertainment,2017.0,1,0.0,0.0,darkriftentertainment
Dark Roast Entertainment,2015.0,1,0.0,0.0,darkroastentertainment
Dark Roast Entertainment,2016.0,1,0.0,0.0,darkroastentertainment
Dark Vale Games,2013.0,5,0.0,0.0,darkvalegames
Dark Vale Games,2014.0,1,0.0,0.0,darkvalegames
Dark Water Studios Ltd,2010.0,1,0.0,0.0,darkwaterstudiosltd
Dark-Spot Studio,2015.0,2,0.0,0.0,dark-spotstudio
DarkArts Studios,2005.0,2,0.0,0.0,darkartsstudios
DarkArts Studios,2016.0,1,0.0,0.0,darkartsstudios
DarkDes Labs,2017.0,2,0.0,0.0,darkdeslabs
DarkElite,2014.0,2,0.0,0.0,darkelite
DarkLight,2016.0,1,0.0,0.0,darklight
DarkPolygon Games,2017.0,2,0.0,0.0,darkpolygongames
DarkShot Studios,2017.0,2,0.0,0.0,darkshotstudios
DarkStar Games,2015.0,1,0.0,0.0,darkstargames
DarkSun Studio,2017.0,1,0.0,0.0,darksunstudio
DarkTigerDevelop,2017.0,1,0.0,0.0,darktigerdevelop
Darkcross Games,2017.0,1,0.0,0.0,darkcrossgames
Darkelite Studio Inc,2017.0,1,0.0,0.0,darkelitestudioinc
Darkflux Studios,2018.0,1,0.0,0.0,darkfluxstudios
Darklight Games,2009.0,1,1.0,100.0,darklightgames
Darkling Room,2002.0,1,0.0,0.0,darklingroom
Darkling Room,2004.0,1,0.0,0.0,darklingroom
Darkling Room,2008.0,1,0.0,0.0,darklingroom
Darkling Room,2010.0,1,0.0,0.0,darklingroom
Darkling Room,2015.0,2,0.0,0.0,darklingroom
Darkmatter Games,2017.0,1,0.0,0.0,darkmattergames
Darkmire Entertainment,2016.0,1,0.0,0.0,darkmireentertainment
Darkmon283,2017.0,1,0.0,0.0,darkmon283
Darkraven,2014.0,2,0.0,0.0,darkraven
Darkworks,2005.0,1,0.0,0.0,darkworks
"Darkworks,Spiral House",2013.0,1,0.0,0.0,"darkworks,spiralhouse"
Darrel Wijaya,2017.0,1,0.0,0.0,darrelwijaya
Darren N Lory,2017.0,1,0.0,0.0,darrennlory
Dasewner Games,2017.0,1,0.0,0.0,dasewnergames
Dashing Strike,2017.0,1,0.0,0.0,dashingstrike
Data Realms,2012.0,1,0.0,0.0,datarealms
Data Realms,2016.0,1,0.0,0.0,datarealms
Data Realms,2017.0,1,0.0,0.0,datarealms
Dataware,2017.0,1,0.0,0.0,dataware
"Dataweb, Inc.",2017.0,1,0.0,0.0,"dataweb,inc."
Date Nighto,2016.0,3,0.0,0.0,datenighto
Dave Gumble,2017.0,1,1.0,100.0,davegumble
David Amador,2014.0,1,0.0,0.0,davidamador
"David Bohan,Jacob Alfaro,Nyles Avey,Wesley King",2017.0,1,0.0,0.0,"davidbohan,jacobalfaro,nylesavey,wesleyking"
David Capello,2016.0,1,0.0,0.0,davidcapello
David Cross,2016.0,1,1.0,100.0,davidcross
David Erosa,2015.0,1,0.0,0.0,daviderosa
"David H Schroeder,Eric Ferrot",2016.0,1,0.0,0.0,"davidhschroeder,ericferrot"
"David Hensley,Alex Quick",2014.0,1,1.0,100.0,"davidhensley,alexquick"
David J Ozsvath,2017.0,1,0.0,0.0,davidjozsvath
David Kilmer,2017.0,1,0.0,0.0,davidkilmer
David Ko,2017.0,1,0.0,0.0,davidko
David Krinkel,2017.0,1,0.0,0.0,davidkrinkel
"David Lawrence,Nico Thomas",2015.0,1,0.0,0.0,"davidlawrence,nicothomas"
David Mccue,2016.0,1,0.0,0.0,davidmccue
David Mulder,2015.0,1,0.0,0.0,davidmulder
David Mulder,2016.0,4,0.0,0.0,davidmulder
David Mulder,2017.0,2,1.0,50.0,davidmulder
"David Mulder,Tristan Hartz",2016.0,1,0.0,0.0,"davidmulder,tristanhartz"
David Newton,2015.0,2,0.0,0.0,davidnewton
"David Nguyen,David Chang",2017.0,2,0.0,0.0,"davidnguyen,davidchang"
David O'Boyle,2015.0,1,0.0,0.0,davido'boyle
David OReilly,2014.0,1,0.0,0.0,davidoreilly
David OReilly,2017.0,2,0.0,0.0,davidoreilly
David Ogden,2017.0,1,0.0,0.0,davidogden
David Pierucci,2016.0,1,0.0,0.0,davidpierucci
David Ruland,2017.0,1,0.0,0.0,davidruland
David S Gallant,2012.0,1,0.0,0.0,davidsgallant
David Schneider,2017.0,1,0.0,0.0,davidschneider
David Simpson,2017.0,1,0.0,0.0,davidsimpson
David Sof,2017.0,2,0.0,0.0,davidsof
David Stark,2015.0,1,0.0,0.0,davidstark
David Su,2017.0,2,0.0,0.0,davidsu
David Szymanski,2014.0,3,1.0,33.33,davidszymanski
David Szymanski,2015.0,4,0.0,0.0,davidszymanski
"David Vogt,Christoph Winkler",2015.0,1,0.0,0.0,"davidvogt,christophwinkler"
David Wehle,2015.0,1,0.0,0.0,davidwehle
David Wehle,2017.0,1,0.0,0.0,davidwehle
David Williamson,2012.0,1,0.0,0.0,davidwilliamson
Davide A. Fiandra,2016.0,1,0.0,0.0,davidea.fiandra
Davioware and Quazi,2015.0,1,0.0,0.0,daviowareandquazi
Davioware and Quazi,2016.0,1,0.0,0.0,daviowareandquazi
Davit Andreasyan,2017.0,1,0.0,0.0,davitandreasyan
Dawei Liu,2017.0,1,0.0,0.0,daweiliu
Dawid Bujak,2016.0,1,0.0,0.0,dawidbujak
Day 1 Studios,2011.0,1,0.0,0.0,day1studios
Day Dreamer Games,2015.0,1,0.0,0.0,daydreamergames
DayByDay Studio,2017.0,2,0.0,0.0,daybydaystudio
Daybreak Game  Company,2014.0,1,0.0,0.0,daybreakgamecompany
Daybreak Game Company,2011.0,2,2.0,100.0,daybreakgamecompany
Daybreak Game Company,2012.0,2,2.0,100.0,daybreakgamecompany
Daybreak Game Company,2014.0,6,0.0,0.0,daybreakgamecompany
Daybreak Game Company,2015.0,5,0.0,0.0,daybreakgamecompany
Daybreak Game Company,2016.0,6,0.0,0.0,daybreakgamecompany
